t,p,FL,Fv,rho_L,rho_g,mu_L,mu_g,Z oil,Z gas
90,69.0,0.0,1.0,0.0,124.268128185019,0.0,0.0205543548367438,0.0,0.804187411727071
90,70.0,0.0,1.0,0.0,126.508047628387,0.0,0.0206101290419976,0.0,0.801397204632391
90,71.0,0.0,1.0,0.0,128.762888963738,0.0,0.0206669578254118,0.0,0.798611524858401
90,72.0,0.0,1.0,0.0,131.032734939579,0.0,0.0207248593841261,0.0,0.795830587800837
90,73.0,0.0,1.0,0.0,133.317665432224,0.0,0.0207838521265109,0.0,0.793054615027587
90,74.0,0.0,1.0,0.0,135.617757240088,0.0,0.0208439546647781,0.0,0.790283834392009
90,75.0,0.0,1.0,0.0,137.93308387018,0.0,0.0209051858067768,0.0,0.787518480143532
90,76.0,0.0,1.0,0.0,140.26371531672,0.0,0.02096756454693,0.0,0.784758793035092
90,77.0,0.0,1.0,0.0,142.60971783187,0.0,0.0210311100562717,0.0,0.782005020426855
90,78.0,0.0,1.0,0.0,144.971153688549,0.0,0.0210958416715419,0.0,0.779257416385699
90,79.0,0.0,1.0,0.0,147.348080935363,0.0,0.0211617788832965,0.0,0.776516241779877
90,80.0,0.0,1.0,0.0,149.740553143713,0.0,0.021228941322989,0.0,0.773781764368237
90,81.0,0.0,1.0,0.0,152.148619147147,0.0,0.0212973487489827,0.0,0.771054258883366
90,82.0,0.0,1.0,0.0,154.572322773104,0.0,0.021367021031451,0.0,0.768334007107955
90,83.0,0.0,1.0,0.0,157.01170256721,0.0,0.0214379781361238,0.0,0.76562129794369
90,84.0,0.0,1.0,0.0,159.46679151033,0.0,0.0215102401068418,0.0,0.76291642747191
90,85.0,0.0,1.0,0.0,161.937616728653,0.0,0.0215838270468783,0.0,0.760219699005234
90,86.0,0.0,1.0,0.0,164.42419919711,0.0,0.0216587590989934,0.0,0.757531423129373
90,87.0,0.0,1.0,0.0,166.926553436498,0.0,0.0217350564241841,0.0,0.754851917734239
90,88.0,0.0,1.0,0.0,169.44468720473,0.0,0.0218127391791009,0.0,0.75218150803351
90,89.0,0.0,1.0,0.0,171.978601182709,0.0,0.0218918274920995,0.0,0.749520526571725
90,90.0,0.0,1.0,0.0,174.52828865537,0.0,0.0219723414379045,0.0,0.746869313217978
90,91.0,0.0,1.0,0.0,177.093735188514,0.0,0.0220543010108627,0.0,0.744228215145279
90,92.0,0.0,1.0,0.0,179.674918302125,0.0,0.0221377260967703,0.0,0.741597586794589
90,93.0,0.0,1.0,0.0,182.271807140951,0.0,0.0222226364432625,0.0,0.738977789822556
90,94.0,0.0,1.0,0.0,184.884362143171,0.0,0.0223090516287599,0.0,0.736369193031966
90,95.0,0.0,1.0,0.0,187.512534708085,0.0,0.0223969910299733,0.0,0.733772172283885
90,96.0,0.0,1.0,0.0,190.15626686384,0.0,0.0224864737879745,0.0,0.731187110390529
90,97.0,0.0,1.0,0.0,192.815490936255,0.0,0.0225775187728492,0.0,0.728614396987844
90,98.0,0.0,1.0,0.0,195.490129219932,0.0,0.0226701445469552,0.0,0.72605442838684
90,99.0,0.0,1.0,0.0,198.180093652905,0.0,0.02276436932682,0.0,0.723507607402719
90,100.0,0.0,1.0,0.0,200.885285496149,0.0,0.0228602109437194,0.0,0.720974343160882
90,101.0,0.0,1.0,0.0,203.605595019381,0.0,0.02295768680299,0.0,0.718455050878937
90,102.0,0.0,1.0,0.0,206.340901194625,0.0,0.023056813842139,0.0,0.71595015162387
90,103.0,0.0,1.0,0.0,209.091071399143,0.0,0.023157608487825,0.0,0.713460072043625
90,104.0,0.0,1.0,0.0,211.85596112933,0.0,0.0232600866117973,0.0,0.710985244072373
90,105.0,0.0,1.0,0.0,214.635413727324,0.0,0.0233642634858905,0.0,0.708526104608882
90,106.0,0.0,1.0,0.0,217.429260122059,0.0,0.0234701537361858,0.0,0.706083095167435
90,107.0,0.0,1.0,0.0,220.237318586608,0.0,0.0235777712964626,0.0,0.703656661500896
90,108.0,0.0,1.0,0.0,223.059394513649,0.0,0.0236871293610759,0.0,0.701247253195622
90,109.0,0.0,1.0,0.0,225.895280210975,0.0,0.0237982403374086,0.0,0.698855323238033
90,110.0,0.0,1.0,0.0,228.744754718949,0.0,0.0239111157980613,0.0,0.696481327552829
